date,amfi_code,nav
2026-04-28,101208,407.5079
2026-04-29,101208,407.6365
2026-04-30,101208,407.8944
2026-05-01,101208,407.8024
2026-05-02,101208,407.8024
2026-05-03,101208,407.8024
2026-05-04,101208,407.7276
2026-05-05,101208,407.8019
2026-05-06,101208,408.0957
2026-05-07,101208,408.4535
2026-05-08,101208,408.4445
2026-05-09,101208,408.4445
2026-05-10,101208,408.4445
2026-05-11,101208,408.5567
2026-05-12,101208,408.6821
2026-05-13,101208,408.88
2026-05-14,101208,409.0995
2026-05-15,101208,409.0614
2026-05-16,101208,409.0614
2026-05-17,101208,409.0614
2026-05-18,101208,409.1753
2026-05-19,101208,409.022
2026-05-20,101208,409.232
2026-05-21,101208,409.2939
2026-05-22,101208,409.2441
2026-05-23,101208,409.2441
2026-05-24,101208,409.2441
2026-05-25,101208,409.3925
2026-05-26,101208,409.4504
2026-05-27,101208,409.7188
2026-05-28,101208,409.7093
2026-05-29,101208,410.1021
2022-01-03,102885,89.8728
2022-01-04,102885,90.8724
2022-01-05,102885,90.1565
2022-01-06,102885,91.5338
2022-01-07,102885,90.6762
2022-01-08,102885,90.6762
2022-01-09,102885,90.6762
2022-01-10,102885,90.5672
2022-01-11,102885,91.5873
2022-01-12,102885,92.0156
2022-01-13,102885,91.1336
2022-01-14,102885,92.0324
2022-01-15,102885,92.0324
2022-01-16,102885,92.0324
2022-01-17,102885,92.3366
2022-01-18,102885,92.0699
2022-01-19,102885,90.9614
2022-01-20,102885,91.333
2022-01-21,102885,91.2579
2022-01-22,102885,91.2579
2022-01-23,102885,91.2579
2022-01-24,102885,91.4219
2022-01-25,102885,90.2894
2022-01-26,102885,90.0268
2022-01-27,102885,90.4282
2022-01-28,102885,91.8759
2022-01-29,102885,91.8759
2022-01-30,102885,91.8759
2022-01-31,102885,91.7689
2022-02-01,102885,92.9079
2022-02-02,102885,93.5572
2022-02-03,102885,93.7848
2022-02-04,102885,93.0585
2022-02-05,102885,93.0585
2022-02-06,102885,93.0585
2022-02-07,102885,92.3695
2022-02-08,102885,92.8857
2022-02-09,102885,92.5338
2022-02-10,102885,92.1162
2022-02-11,102885,92.0275
2022-02-12,102885,92.0275
2022-02-13,102885,92.0275
2022-02-14,102885,91.9516
2022-02-15,102885,92.6802
2022-02-16,102885,92.3449
2022-02-17,102885,93.0008
2022-02-18,102885,93.3844
2022-02-19,102885,93.3844
2022-02-20,102885,93.3844
2022-02-21,102885,92.1605
2022-02-22,102885,92.4307
2022-02-23,102885,90.48
2022-02-24,102885,89.8654
2022-02-25,102885,90.2534
2022-02-26,102885,90.2534
2022-02-27,102885,90.2534
2022-02-28,102885,90.2921
2022-03-01,102885,89.0402
2022-03-02,102885,88.2734
2022-03-03,102885,86.4521
2022-03-04,102885,85.5509
2022-03-05,102885,85.5509
2022-03-06,102885,85.5509
2022-03-07,102885,86.0019
2022-03-08,102885,85.6544
2022-03-09,102885,85.8179
2022-03-10,102885,85.8718
2022-03-11,102885,85.939
2022-03-12,102885,85.939
2022-03-13,102885,85.939
2022-03-14,102885,86.7068
2022-03-15,102885,86.6075
2022-03-16,102885,87.3009
2022-03-17,102885,85.5917
2022-03-18,102885,86.4189
2022-03-19,102885,86.4189
2022-03-20,102885,86.4189
2022-03-21,102885,85.5548
2022-03-22,102885,84.8501
2022-03-23,102885,84.4055
2022-03-24,102885,85.2019
2022-03-25,102885,84.6273
2022-03-26,102885,84.6273
2022-03-27,102885,84.6273
2022-03-28,102885,84.2174
2022-03-29,102885,83.5999
2022-03-30,102885,83.8182
2022-03-31,102885,84.3737
2022-04-01,102885,85.6037
2022-04-02,102885,85.6037
2022-04-03,102885,85.6037
2022-04-04,102885,87.3477
2022-04-05,102885,87.8593
2022-04-06,102885,88.1683
2022-04-07,102885,87.3387
2022-04-08,102885,88.7609
2022-04-09,102885,88.7609
2022-04-10,102885,88.7609
2022-04-11,102885,88.9635
2022-04-12,102885,88.7989
2022-04-13,102885,89.1271
2022-04-14,102885,88.7096
2022-04-15,102885,87.0724
2022-04-16,102885,87.0724
2022-04-17,102885,87.0724
2022-04-18,102885,87.5263
2022-04-19,102885,88.5395
2022-04-20,102885,88.9901
2022-04-21,102885,89.0309
2022-04-22,102885,89.0865
2022-04-23,102885,89.0865
2022-04-24,102885,89.0865
2022-04-25,102885,89.2583
2022-04-26,102885,89.408
2022-04-27,102885,89.4097
2022-04-28,102885,89.4744
2022-04-29,102885,90.6679
2022-04-30,102885,90.6679
2022-05-01,102885,90.6679
2022-05-02,102885,91.0662
2022-05-03,102885,91.1916
2022-05-04,102885,91.7326
2022-05-05,102885,92.2768
2022-05-06,102885,93.0424
2022-05-07,102885,93.0424
2022-05-08,102885,93.0424
2022-05-09,102885,92.5152
2022-05-10,102885,92.1994
2022-05-11,102885,91.6344
2022-05-12,102885,92.2592
2022-05-13,102885,92.851
2022-05-14,102885,92.851
2022-05-15,102885,92.851
2022-05-16,102885,91.9353
2022-05-17,102885,92.2777
2022-05-18,102885,93.3686
2022-05-19,102885,93.237
2022-05-20,102885,93.5252
2022-05-21,102885,93.5252
2022-05-22,102885,93.5252
2022-05-23,102885,94.1349
2022-05-24,102885,93.1705
2022-05-25,102885,93.3346
2022-05-26,102885,94.3607
2022-05-27,102885,93.9519
2022-05-28,102885,93.9519
2022-05-29,102885,93.9519
2022-05-30,102885,94.6434
2022-05-31,102885,94.7133
2022-06-01,102885,94.2402
2022-06-02,102885,94.2143
2022-06-03,102885,93.8576
2022-06-04,102885,93.8576
2022-06-05,102885,93.8576
2022-06-06,102885,93.2254
2022-06-07,102885,93.0795
2022-06-08,102885,93.1797
2022-06-09,102885,93.1011
2022-06-10,102885,92.9469
2022-06-11,102885,92.9469
2022-06-12,102885,92.9469
2022-06-13,102885,93.1671
2022-06-14,102885,93.6217
2022-06-15,102885,92.7965
2022-06-16,102885,92.6527
2022-06-17,102885,91.2144
2022-06-18,102885,91.2144
2022-06-19,102885,91.2144
2022-06-20,102885,91.1403
2022-06-21,102885,91.2998
2022-06-22,102885,91.7741
2022-06-23,102885,91.9374
2022-06-24,102885,92.3987
2022-06-25,102885,92.3987
2022-06-26,102885,92.3987
2022-06-27,102885,92.4958
2022-06-28,102885,92.033
2022-06-29,102885,91.2428
2022-06-30,102885,91.0935
2022-07-01,102885,90.5704
2022-07-02,102885,90.5704
2022-07-03,102885,90.5704
2022-07-04,102885,90.5283
2022-07-05,102885,90.2109
2022-07-06,102885,90.5678
2022-07-07,102885,90.6508
2022-07-08,102885,91.0306
2022-07-09,102885,91.0306
2022-07-10,102885,91.0306
2022-07-11,102885,91.4081
2022-07-12,102885,91.3208
2022-07-13,102885,91.2794
2022-07-14,102885,91.7025
2022-07-15,102885,93.6061
2022-07-16,102885,93.6061
2022-07-17,102885,93.6061
2022-07-18,102885,92.8988
2022-07-19,102885,92.9786
2022-07-20,102885,92.1201
2022-07-21,102885,92.1518
2022-07-22,102885,91.6918
2022-07-23,102885,91.6918
2022-07-24,102885,91.6918
2022-07-25,102885,91.6491
2022-07-26,102885,91.8131
2022-07-27,102885,91.4931
2022-07-28,102885,90.2128
2022-07-29,102885,91.3192
2022-07-30,102885,91.3192
2022-07-31,102885,91.3192
2022-08-01,102885,91.9965
2022-08-02,102885,91.9456
2022-08-03,102885,91.3214
2022-08-04,102885,91.4322
2022-08-05,102885,91.7502
2022-08-06,102885,91.7502
2022-08-07,102885,91.7502
2022-08-08,102885,92.3782
2022-08-09,102885,93.0808
2022-08-10,102885,93.9336
2022-08-11,102885,92.6518
2022-08-12,102885,92.4686
2022-08-13,102885,92.4686
2022-08-14,102885,92.4686
2022-08-15,102885,93.2718
2022-08-16,102885,92.6167
2022-08-17,102885,93.5944
2022-08-18,102885,95.0413
2022-08-19,102885,96.0226
2022-08-20,102885,96.0226
2022-08-21,102885,96.0226
2022-08-22,102885,96.594
2022-08-23,102885,96.2904
2022-08-24,102885,96.5625
2022-08-25,102885,95.5532
2022-08-26,102885,94.9929
2022-08-27,102885,94.9929
2022-08-28,102885,94.9929
2022-08-29,102885,94.4903
2022-08-30,102885,94.587
2022-08-31,102885,94.3324
2022-09-01,102885,94.5835
2022-09-02,102885,95.315
2022-09-03,102885,95.315
2022-09-04,102885,95.315
2022-09-05,102885,94.8115
2022-09-06,102885,94.976
2022-09-07,102885,94.7018
2022-09-08,102885,94.8984
2022-09-09,102885,95.4824
2022-09-10,102885,95.4824
2022-09-11,102885,95.4824
2022-09-12,102885,96.2551
2022-09-13,102885,96.8348
2022-09-14,102885,97.2138
2022-09-15,102885,96.1393
2022-09-16,102885,95.341
2022-09-17,102885,95.341
2022-09-18,102885,95.341
2022-09-19,102885,94.7485
2022-09-20,102885,95.0762
2022-09-21,102885,94.1249
2022-09-22,102885,94.4341
2022-09-23,102885,94.6877
2022-09-24,102885,94.6877
2022-09-25,102885,94.6877
2022-09-26,102885,93.2466
2022-09-27,102885,92.4675
2022-09-28,102885,93.3095
2022-09-29,102885,93.8923
2022-09-30,102885,93.2888
2022-10-01,102885,93.2888
2022-10-02,102885,93.2888
2022-10-03,102885,92.5493
2022-10-04,102885,90.7575
2022-10-05,102885,91.905
2022-10-06,102885,91.9834
2022-10-07,102885,93.4615
2022-10-08,102885,93.4615
2022-10-09,102885,93.4615
2022-10-10,102885,93.3631
2022-10-11,102885,93.6277
2022-10-12,102885,94.3622
2022-10-13,102885,95.6866
2022-10-14,102885,96.1295
2022-10-15,102885,96.1295
2022-10-16,102885,96.1295
2022-10-17,102885,96.181
2022-10-18,102885,96.2527
2022-10-19,102885,95.4811
2022-10-20,102885,95.2321
2022-10-21,102885,95.3212
2022-10-22,102885,95.3212
2022-10-23,102885,95.3212
2022-10-24,102885,96.4558
2022-10-25,102885,96.1663
2022-10-26,102885,97.0569
2022-10-27,102885,97.0419
2022-10-28,102885,98.0858
2022-10-29,102885,98.0858
2022-10-30,102885,98.0858
2022-10-31,102885,98.6818
2022-11-01,102885,99.2265
2022-11-02,102885,100.0767
2022-11-03,102885,100.8138
2022-11-04,102885,101.7484
2022-11-05,102885,101.7484
2022-11-06,102885,101.7484
2022-11-07,102885,103.5937
2022-11-08,102885,105.0287
2022-11-09,102885,105.485
2022-11-10,102885,105.1583
2022-11-11,102885,105.5288
2022-11-12,102885,105.5288
2022-11-13,102885,105.5288
2022-11-14,102885,103.9308
2022-11-15,102885,104.6928
2022-11-16,102885,103.8415
2022-11-17,102885,104.8545
2022-11-18,102885,106.6238
2022-11-19,102885,106.6238
2022-11-20,102885,106.6238
2022-11-21,102885,105.4187
2022-11-22,102885,105.4297
2022-11-23,102885,104.5686
2022-11-24,102885,103.1522
2022-11-25,102885,103.1156
2022-11-26,102885,103.1156
2022-11-27,102885,103.1156
2022-11-28,102885,103.7068
2022-11-29,102885,104.4034
2022-11-30,102885,104.589
2022-12-01,102885,103.2265
2022-12-02,102885,103.3842
2022-12-03,102885,103.3842
2022-12-04,102885,103.3842
2022-12-05,102885,102.1809
2022-12-06,102885,101.0459
2022-12-07,102885,100.2761
2022-12-08,102885,101.1941
2022-12-09,102885,101.6994
2022-12-10,102885,101.6994
2022-12-11,102885,101.6994
2022-12-12,102885,102.0211
2022-12-13,102885,101.3552
2022-12-14,102885,101.086
2022-12-15,102885,100.0097
2022-12-16,102885,101.1855
2022-12-17,102885,101.1855
2022-12-18,102885,101.1855
2022-12-19,102885,103.0758
2022-12-20,102885,103.6002
2022-12-21,102885,104.2766
2022-12-22,102885,104.1947
2022-12-23,102885,102.8751
2022-12-24,102885,102.8751
2022-12-25,102885,102.8751
2022-12-26,102885,102.2192
2022-12-27,102885,101.8829
2022-12-28,102885,101.6144
2022-12-29,102885,101.1558
2022-12-30,102885,101.2476
2022-12-31,102885,101.2476
2023-01-01,102885,101.2476
2023-01-02,102885,100.597
2023-01-03,102885,102.4516
2023-01-04,102885,101.3647
2023-01-05,102885,102.1566
2023-01-06,102885,101.9904
2023-01-07,102885,101.9904
2023-01-08,102885,101.9904
2023-01-09,102885,102.4305
2023-01-10,102885,102.9106
2023-01-11,102885,103.0963
2023-01-12,102885,102.1965
2023-01-13,102885,101.9716
2023-01-14,102885,101.9716
2023-01-15,102885,101.9716
2023-01-16,102885,102.1656
2023-01-17,102885,102.3074
2023-01-18,102885,101.5062
2023-01-19,102885,102.6381
2023-01-20,102885,100.6154
2023-01-21,102885,100.6154
2023-01-22,102885,100.6154
2023-01-23,102885,100.4613
2023-01-24,102885,99.7576
2023-01-25,102885,99.9581
2023-01-26,102885,100.8459
2023-01-27,102885,99.742
2023-01-28,102885,99.742
2023-01-29,102885,99.742
2023-01-30,102885,101.7356
2023-01-31,102885,101.9565
2023-02-01,102885,102.3285
2023-02-02,102885,101.1812
2023-02-03,102885,101.1948
2023-02-04,102885,101.1948
2023-02-05,102885,101.1948
2023-02-06,102885,102.0559
2023-02-07,102885,102.2843
2023-02-08,102885,102.4546
2023-02-09,102885,102.464
2023-02-10,102885,101.3664
2023-02-11,102885,101.3664
2023-02-12,102885,101.3664
2023-02-13,102885,100.276
2023-02-14,102885,101.2931
2023-02-15,102885,102.0803
2023-02-16,102885,102.9983
2023-02-17,102885,102.3594
2023-02-18,102885,102.3594
2023-02-19,102885,102.3594
2023-02-20,102885,102.2801
2023-02-21,102885,103.3704
2023-02-22,102885,102.3884
2023-02-23,102885,103.3935
2023-02-24,102885,102.9511
2023-02-25,102885,102.9511
2023-02-26,102885,102.9511
2023-02-27,102885,102.2854
2023-02-28,102885,102.3114
2023-03-01,102885,101.4321
2023-03-02,102885,99.9202
2023-03-03,102885,100.034
2023-03-04,102885,100.034
2023-03-05,102885,100.034
2023-03-06,102885,100.5245
2023-03-07,102885,101.5823
2023-03-08,102885,102.1412
2023-03-09,102885,103.852
2023-03-10,102885,105.0702
2023-03-11,102885,105.0702
2023-03-12,102885,105.0702
2023-03-13,102885,105.7617
2023-03-14,102885,106.2232
2023-03-15,102885,107.354
2023-03-16,102885,105.4804
2023-03-17,102885,105.1207
2023-03-18,102885,105.1207
2023-03-19,102885,105.1207
2023-03-20,102885,103.5864
2023-03-21,102885,104.2041
2023-03-22,102885,103.6257
2023-03-23,102885,106.2749
2023-03-24,102885,105.8797
2023-03-25,102885,105.8797
2023-03-26,102885,105.8797
2023-03-27,102885,106.0267
2023-03-28,102885,105.7325
2023-03-29,102885,105.3644
2023-03-30,102885,104.3482
2023-03-31,102885,103.3132
2023-04-01,102885,103.3132
2023-04-02,102885,103.3132
2023-04-03,102885,101.538
2023-04-04,102885,102.0452
2023-04-05,102885,101.7434
2023-04-06,102885,103.4207
2023-04-07,102885,102.4251
2023-04-08,102885,102.4251
2023-04-09,102885,102.4251
2023-04-10,102885,103.7245
2023-04-11,102885,105.1228
2023-04-12,102885,106.2828
2023-04-13,102885,106.5423
2023-04-14,102885,106.3024
2023-04-15,102885,106.3024
2023-04-16,102885,106.3024
2023-04-17,102885,107.4746
2023-04-18,102885,106.8353
2023-04-19,102885,107.1277
2023-04-20,102885,107.1446
2023-04-21,102885,106.4201
2023-04-22,102885,106.4201
2023-04-23,102885,106.4201
2023-04-24,102885,106.7178
2023-04-25,102885,107.4235
2023-04-26,102885,106.6627
2023-04-27,102885,107.1206
2023-04-28,102885,105.2373
2023-04-29,102885,105.2373
2023-04-30,102885,105.2373
2023-05-01,102885,104.3908
2023-05-02,102885,104.0542
2023-05-03,102885,104.413
2023-05-04,102885,105.2132
2023-05-05,102885,105.339
2023-05-06,102885,105.339
2023-05-07,102885,105.339
2023-05-08,102885,105.8835
2023-05-09,102885,105.7989
2023-05-10,102885,106.2049
2023-05-11,102885,106.5664
2023-05-12,102885,106.1779
2023-05-13,102885,106.1779
2023-05-14,102885,106.1779
2023-05-15,102885,105.9239
2023-05-16,102885,106.5007
2023-05-17,102885,108.1487
2023-05-18,102885,109.2792
2023-05-19,102885,108.3292
2023-05-20,102885,108.3292
2023-05-21,102885,108.3292
2023-05-22,102885,107.3907
2023-05-23,102885,106.9758
2023-05-24,102885,107.1178
2023-05-25,102885,107.2154
2023-05-26,102885,108.3658
2023-05-27,102885,108.3658
2023-05-28,102885,108.3658
2023-05-29,102885,109.5778
2023-05-30,102885,109.6394
2023-05-31,102885,109.4916
2023-06-01,102885,110.0127
2023-06-02,102885,111.032
2023-06-03,102885,111.032
2023-06-04,102885,111.032
2023-06-05,102885,111.593
2023-06-06,102885,111.2567
2023-06-07,102885,110.7574
2023-06-08,102885,109.8112
2023-06-09,102885,110.0421
2023-06-10,102885,110.0421
2023-06-11,102885,110.0421
2023-06-12,102885,110.6622
2023-06-13,102885,111.3876
2023-06-14,102885,112.5012
2023-06-15,102885,113.932
2023-06-16,102885,112.7145
2023-06-17,102885,112.7145
2023-06-18,102885,112.7145
2023-06-19,102885,113.1471
2023-06-20,102885,113.6134
2023-06-21,102885,113.6032
2023-06-22,102885,112.8934
2023-06-23,102885,114.2959
2023-06-24,102885,114.2959
2023-06-25,102885,114.2959
2023-06-26,102885,113.805
2023-06-27,102885,111.8375
2023-06-28,102885,111.9136
2023-06-29,102885,111.7534
2023-06-30,102885,113.5251
2023-07-01,102885,113.5251
2023-07-02,102885,113.5251
2023-07-03,102885,114.0401
2023-07-04,102885,113.8141
2023-07-05,102885,113.6894
2023-07-06,102885,113.5541
2023-07-07,102885,115.6943
2023-07-08,102885,115.6943
2023-07-09,102885,115.6943
2023-07-10,102885,116.3961
2023-07-11,102885,115.1219
2023-07-12,102885,114.951
2023-07-13,102885,114.988
2023-07-14,102885,114.0086
2023-07-15,102885,114.0086
2023-07-16,102885,114.0086
2023-07-17,102885,112.414
2023-07-18,102885,113.0219
2023-07-19,102885,112.3375
2023-07-20,102885,113.5508
2023-07-21,102885,113.617
2023-07-22,102885,113.617
2023-07-23,102885,113.617
2023-07-24,102885,113.235
2023-07-25,102885,111.0733
2023-07-26,102885,112.2486
2023-07-27,102885,112.5768
2023-07-28,102885,112.2222
2023-07-29,102885,112.2222
2023-07-30,102885,112.2222
2023-07-31,102885,111.4645
2023-08-01,102885,112.992
2023-08-02,102885,112.0694
2023-08-03,102885,111.7892
2023-08-04,102885,112.3699
2023-08-05,102885,112.3699
2023-08-06,102885,112.3699
2023-08-07,102885,113.7716
2023-08-08,102885,113.6289
2023-08-09,102885,113.0054
2023-08-10,102885,112.9649
2023-08-11,102885,113.8635
2023-08-12,102885,113.8635
2023-08-13,102885,113.8635
2023-08-14,102885,114.9808
2023-08-15,102885,113.7519
2023-08-16,102885,113.9177
2023-08-17,102885,112.6456
2023-08-18,102885,113.5228
2023-08-19,102885,113.5228
2023-08-20,102885,113.5228
2023-08-21,102885,113.975
2023-08-22,102885,113.1768
2023-08-23,102885,114.6668
2023-08-24,102885,115.0411
2023-08-25,102885,115.3129
2023-08-26,102885,115.3129
2023-08-27,102885,115.3129
2023-08-28,102885,115.2033
2023-08-29,102885,115.2552
2023-08-30,102885,114.955
2023-08-31,102885,114.3183
2023-09-01,102885,115.5344
2023-09-02,102885,115.5344
2023-09-03,102885,115.5344
2023-09-04,102885,115.1285
2023-09-05,102885,114.6924
2023-09-06,102885,114.6301
2023-09-07,102885,116.035
2023-09-08,102885,117.1753
2023-09-09,102885,117.1753
2023-09-10,102885,117.1753
2023-09-11,102885,116.8573
2023-09-12,102885,118.0982
2023-09-13,102885,118.2638
2023-09-14,102885,117.5103
2023-09-15,102885,117.1134
2023-09-16,102885,117.1134
2023-09-17,102885,117.1134
2023-09-18,102885,118.499
2023-09-19,102885,120.5998
2023-09-20,102885,120.9785
2023-09-21,102885,120.4806
2023-09-22,102885,120.4195
2023-09-23,102885,120.4195
2023-09-24,102885,120.4195
2023-09-25,102885,119.7317
2023-09-26,102885,119.19
2023-09-27,102885,118.5552
2023-09-28,102885,118.5394
2023-09-29,102885,118.7178
2023-09-30,102885,118.7178
2023-10-01,102885,118.7178
2023-10-02,102885,118.635
2023-10-03,102885,118.4813
2023-10-04,102885,119.283
2023-10-05,102885,119.1208
2023-10-06,102885,119.0213
2023-10-07,102885,119.0213
2023-10-08,102885,119.0213
2023-10-09,102885,118.9106
2023-10-10,102885,120.4852
2023-10-11,102885,120.0634
2023-10-12,102885,120.7134
2023-10-13,102885,120.0377
2023-10-14,102885,120.0377
2023-10-15,102885,120.0377
2023-10-16,102885,120.4443
2023-10-17,102885,121.0467
2023-10-18,102885,122.1894
2023-10-19,102885,121.8683
2023-10-20,102885,120.8239
2023-10-21,102885,120.8239
2023-10-22,102885,120.8239
2023-10-23,102885,120.1126
2023-10-24,102885,121.1276
2023-10-25,102885,123.2739
2023-10-26,102885,124.1832
2023-10-27,102885,122.9697
2023-10-28,102885,122.9697
2023-10-29,102885,122.9697
2023-10-30,102885,123.8425
2023-10-31,102885,122.9524
2023-11-01,102885,122.6646
2023-11-02,102885,122.9162
2023-11-03,102885,123.3381
2023-11-04,102885,123.3381
2023-11-05,102885,123.3381
2023-11-06,102885,123.4679
2023-11-07,102885,122.925
2023-11-08,102885,124.0606
2023-11-09,102885,123.5895
2023-11-10,102885,124.9302
2023-11-11,102885,124.9302
2023-11-12,102885,124.9302
2023-11-13,102885,123.6109
2023-11-14,102885,123.8932
2023-11-15,102885,122.7187
2023-11-16,102885,121.9462
2023-11-17,102885,121.4976
2023-11-18,102885,121.4976
2023-11-19,102885,121.4976
2023-11-20,102885,123.0835
2023-11-21,102885,124.4732
2023-11-22,102885,125.4323
2023-11-23,102885,125.5312
2023-11-24,102885,125.7895
2023-11-25,102885,125.7895
2023-11-26,102885,125.7895
2023-11-27,102885,127.1665
2023-11-28,102885,127.965
2023-11-29,102885,128.0499
2023-11-30,102885,129.6853
2023-12-01,102885,130.6206
2023-12-02,102885,130.6206
2023-12-03,102885,130.6206
2023-12-04,102885,130.9477
2023-12-05,102885,130.5237
2023-12-06,102885,130.005
2023-12-07,102885,129.7145
2023-12-08,102885,130.268
2023-12-09,102885,130.268
2023-12-10,102885,130.268
2023-12-11,102885,131.2304
2023-12-12,102885,129.7543
2023-12-13,102885,127.7682
2023-12-14,102885,126.8419
2023-12-15,102885,126.4844
2023-12-16,102885,126.4844
2023-12-17,102885,126.4844
2023-12-18,102885,127.7951
2023-12-19,102885,127.5678
2023-12-20,102885,127.9002
2023-12-21,102885,128.4049
2023-12-22,102885,127.3988
2023-12-23,102885,127.3988
2023-12-24,102885,127.3988
2023-12-25,102885,128.9975
2023-12-26,102885,128.3633
2023-12-27,102885,130.0806
2023-12-28,102885,130.0133
2023-12-29,102885,129.7214
2023-12-30,102885,129.7214
2023-12-31,102885,129.7214
2024-01-01,102885,128.613
2024-01-02,102885,128.8875
2024-01-03,102885,131.3568
2024-01-04,102885,131.8705
2024-01-05,102885,132.231
2024-01-06,102885,132.231
2024-01-07,102885,132.231
2024-01-08,102885,131.579
2024-01-09,102885,132.2867
2024-01-10,102885,132.5259
2024-01-11,102885,132.526
2024-01-12,102885,133.1328
2024-01-13,102885,133.1328
2024-01-14,102885,133.1328
2024-01-15,102885,131.2354
2024-01-16,102885,131.1951
2024-01-17,102885,129.9823
2024-01-18,102885,130.0802
2024-01-19,102885,129.3777
2024-01-20,102885,129.3777
2024-01-21,102885,129.3777
2024-01-22,102885,128.7511
2024-01-23,102885,127.4185
2024-01-24,102885,128.6544
2024-01-25,102885,128.0083
2024-01-26,102885,127.4213
2024-01-27,102885,127.4213
2024-01-28,102885,127.4213
2024-01-29,102885,129.0951
2024-01-30,102885,129.7639
2024-01-31,102885,127.6855
2024-02-01,102885,129.209
2024-02-02,102885,131.032
2024-02-03,102885,131.032
2024-02-04,102885,131.032
2024-02-05,102885,132.7791
2024-02-06,102885,133.5765
2024-02-07,102885,132.4451
2024-02-08,102885,132.4601
2024-02-09,102885,130.9657
2024-02-10,102885,130.9657
2024-02-11,102885,130.9657
2024-02-12,102885,130.1073
2024-02-13,102885,128.9955
2024-02-14,102885,128.4011
2024-02-15,102885,128.6399
2024-02-16,102885,128.2382
2024-02-17,102885,128.2382
2024-02-18,102885,128.2382
2024-02-19,102885,127.7928
2024-02-20,102885,127.5545
2024-02-21,102885,129.1971
2024-02-22,102885,131.5747
2024-02-23,102885,131.1576
2024-02-24,102885,131.1576
2024-02-25,102885,131.1576
2024-02-26,102885,131.587
2024-02-27,102885,130.7509
2024-02-28,102885,131.6434
2024-02-29,102885,131.1984
2024-03-01,102885,130.5039
2024-03-02,102885,130.5039
2024-03-03,102885,130.5039
2024-03-04,102885,132.7292
2024-03-05,102885,131.3311
2024-03-06,102885,128.7858
2024-03-07,102885,129.63
2024-03-08,102885,129.307
2024-03-09,102885,129.307
2024-03-10,102885,129.307
2024-03-11,102885,128.6911
2024-03-12,102885,131.6703
2024-03-13,102885,132.5284
2024-03-14,102885,132.5332
2024-03-15,102885,131.8351
2024-03-16,102885,131.8351
2024-03-17,102885,131.8351
2024-03-18,102885,132.3856
2024-03-19,102885,130.5875
2024-03-20,102885,130.1039
2024-03-21,102885,130.1315
2024-03-22,102885,130.4264
2024-03-23,102885,130.4264
2024-03-24,102885,130.4264
2024-03-25,102885,130.3416
2024-03-26,102885,129.6707
2024-03-27,102885,130.7194
2024-03-28,102885,129.0298
2024-03-29,102885,128.8029
2024-03-30,102885,128.8029
2024-03-31,102885,128.8029
2024-04-01,102885,128.3239
2024-04-02,102885,129.4584
2024-04-03,102885,129.0394
2024-04-04,102885,129.5695
2024-04-05,102885,129.9904
2024-04-06,102885,129.9904
2024-04-07,102885,129.9904
2024-04-08,102885,128.1176
2024-04-09,102885,128.1148
2024-04-10,102885,126.3646
2024-04-11,102885,126.794
2024-04-12,102885,126.103
2024-04-13,102885,126.103
2024-04-14,102885,126.103
2024-04-15,102885,127.4001
2024-04-16,102885,127.2773
2024-04-17,102885,126.5425
2024-04-18,102885,127.8579
2024-04-19,102885,127.0138
2024-04-20,102885,127.0138
2024-04-21,102885,127.0138
2024-04-22,102885,128.0138
2024-04-23,102885,128.5712
2024-04-24,102885,128.2531
2024-04-25,102885,126.9231
2024-04-26,102885,128.2864
2024-04-27,102885,128.2864
2024-04-28,102885,128.2864
2024-04-29,102885,128.8797
2024-04-30,102885,128.1337
2024-05-01,102885,128.4568
2024-05-02,102885,129.5865
2024-05-03,102885,129.7723
2024-05-04,102885,129.7723
2024-05-05,102885,129.7723
2024-05-06,102885,130.093
2024-05-07,102885,131.2648
2024-05-08,102885,132.9964
2024-05-09,102885,132.9347
2024-05-10,102885,131.5545
2024-05-11,102885,131.5545
2024-05-12,102885,131.5545
2024-05-13,102885,130.2259
2024-05-14,102885,129.5579
2024-05-15,102885,128.6361
2024-05-16,102885,126.9413
2024-05-17,102885,128.9434
2024-05-18,102885,128.9434
2024-05-19,102885,128.9434
2024-05-20,102885,129.569
2024-05-21,102885,129.081
2024-05-22,102885,129.1132
2024-05-23,102885,127.3038
2024-05-24,102885,128.5824
2024-05-25,102885,128.5824
2024-05-26,102885,128.5824
2024-05-27,102885,126.6111
2024-05-28,102885,127.2066
2024-05-29,102885,125.3705
2024-05-30,102885,125.0106
2024-05-31,102885,126.3545
2024-06-01,102885,126.3545
2024-06-02,102885,126.3545
2024-06-03,102885,124.7393
2024-06-04,102885,124.6518
2024-06-05,102885,125.3589
2024-06-06,102885,125.9013
2024-06-07,102885,126.0387
2024-06-08,102885,126.0387
2024-06-09,102885,126.0387
2024-06-10,102885,126.6167
2024-06-11,102885,126.05
2024-06-12,102885,128.127
2024-06-13,102885,126.5134
2024-06-14,102885,127.789
2024-06-15,102885,127.789
2024-06-16,102885,127.789
2024-06-17,102885,128.0535
2024-06-18,102885,128.7687
2024-06-19,102885,129.6762
2024-06-20,102885,130.3348
2024-06-21,102885,129.5389
2024-06-22,102885,129.5389
2024-06-23,102885,129.5389
2024-06-24,102885,129.3022
2024-06-25,102885,127.8402
2024-06-26,102885,127.5939
2024-06-27,102885,127.9973
